sentence,emotion
mood instantly go mention name feel pa guilt anger remember happen battle nox,sadness
keeper suppose keep team safe almost die shortcoming,sadness
never believe god first time silently pray want see awake okay go,fear
go bathroom receive message command priam immediately go office,fear
agent naia call sure handle,sadness
nod without second think leader tribe authority enter shima outside hand full aftermath noxs downfall someone live quite time ask bring criminal place,fear
truthfully bit surprised know past,fear
first arrive sure modify background prevent know connection shima thankful do ask anything,joy
many executive escort risky handle alone hence,fear
stare device awe senshin custos really step game field,sadness
good luck come back alive say salute,fear
admire device walk room see figure stand doorway,joy
want check ask point pistol waist band,anger
jett quietly follow enter room remain stand sit side bed,fear
you really go alone softly say yeah alone emphasize,sadness
even though cliff jett do say loud know want come would hard travel outsider do want risk live,fear
firmly say will last minute,anger
splitsecond tip sword come contact neck stand still trickle sweat run face,fear
can even defend,anger
that unfair complain be prepare,anger
sheathed sword smile unprepared first die say pick luggage do miss much,sadness
ready leave room halt hear call name,fear
naia turn around catch pistol throw direction keep safe smile escape lip upon hear line,joy
i keeper say need stay alive keep team die,anger
smile face fade march away place shelter since young time return place curse chaos,fear
lose track time drift day middle ocean fortunately supply still enough ocean calm,joy
nel would surely awake could imagine angry face question cliff jett,fear
smile escape lip reminisce life cia never easy less trouble head,joy
shima subject myth rumor among erityian many believe real meet demise,sadness
could still remember time executioner ready slaughter every shinigami imprison mind repercussion administration council,fear
ise head jikko clan vow kill every single shinigami make grandson suffer,anger
naia never allow anyone read mind vince would always say child,fear
use thought memory,fear
heave sigh decade since die yet pain still linger inside miss,sadness
thought return present clear sky water suddenly turn dark span second everything already cover fog,sadness
wave nostalgia hit feel fog brush skin,sadness
cue fog dissipate familiar island come view silence enjoy ago replace cry scream agony pain,sadness
air fill metallic putrid smell scent bloodshed death,fear
smirk yeah think you already forget,joy
guy clad black hold huge scythe appear front still look except additional crease face,fear
farallon never faze anything even vince bring remain inexpressive,fear
vince die face expressionless eye gleam wrath,anger
see long time make feel like kid,joy
how everyone ask come ashore,joy
question without answer mine,anger
despite skepticism walk toward forest hear familiar roar shira hyora guardian first line defense island,fear
hey snicker lion leopard make way,joy
do friend age place executioner busy job mission befriend two,sadness
among native island aristus could snuggle deadly predator,joy
everything change farallon say pass forest,sadness
always dark wood canopy tree block sunlight,sadness
remember get lose young farallon find critical state,sadness
arm accidentally brush leave poisonous plant render motionless,fear
venomous insect buzz around deadly plant leave flutter wind,fear
take we get forest stretch sludge come view,joy
farallon wound blood trickle finger drop onto boulder forest threshold,sadness
rancid smell enough make someone nauseous already normal inhabitant island,fear
executioner halt other take glance walk beside farallon old one able recognize child red eye,joy
naia one call naia,joy
yuma reply look old,joy
draw sword swiftly fend attack executioner gather around bellow cheer two we catch onslaught,fear
still fast agile despite age could feel cut skin blood stream arm manage land gash cheek look excite,joy
damn child well underestimate beam charge,anger
moment skin tingle feel intense bloodlust,fear
unprepared first die,sadness
remember tell jett curse softhearte shima place comrade could kill one another without give think,fear
disappear sight next thing know tip blade already pierce right shoulder,anger
grit tooth pain hold sword,anger
kick neck hand bleed grip blade,anger
force make lose balance grip sword immediately pull flesh,fear
yuma sit laugh hysterically look,joy
shit bad chuckle want kill,anger
ready charge everyone suddenly fall silent feel immense pressure atmosphere make body tremble fear,fear
wwhat mumble,fear
amidst silence hear heavy footstep approach direction executioner give way see hooded man walk toward we,fear
tattere cloak flutter wind howl behind woman eerily familiar remember nel story senshin eye shinigami custos,fear
far remember lionel defacto leader since ise lose heir vince die sure lionel do look like leave shima,sadness
child state name demand flinch upon hear voice,fear
see child diona heron say stomach churn distress hear parent name,anger
carefully remove hood almost get paralyze stare intense cold green eye look right mine,fear
wwho ask voice shake fear,fear
bellow laughter question something funny,anger
jikko branch clan member respond old fart do even talk need someone inherit position,sadness
executioner visibly uncomfortable hear badmouthing ise feel annoy ise respectable person island,anger
vow hunt every single shinigami lock place,anger
seethe step back anger scream danger,fear
damn council old coward shithead,anger
dad calm woman behind softly say,fear
three hour since arrive shima yet already learn happen ise vince die,sadness
shira snuggle could hear guttural sound make ask attention,sadness
man have change snicker caress mane,joy
stay shore island decide prisoner transfer use senshin custos technology,fear
heave sigh stare endless sea,sadness
reach weapon turn head around see girl speak devil,fear
walk toward direction shira start snarl,anger
calm boy say,anger
girl sit beside look gray sky smile feel genuine let guard second,joy
know first arrive think go die time real,fear
bring criminal nox sir hideo tell brace set foot think island reputation think island reputation,fear
glance eye distract iridescent iris beautiful nauseate time,joy
attack executioner moment land fighter strength different level feel like fight huntre instinct senshin terrifying,fear
lip curve upward hear compliment jikko clan uplift,joy
plan leave criminal deliver news go back tantei high everything change leader come meet,fear
must shock comment,fear
chuckle response really dad strong stubborn deep heart know still alive despite label miss record senshin,sadness
one tell wary senshin tribe remnant great seven professor,fear
do expect see dad never like position,anger
well he still jikko say vince die main family heir replace future leader,sadness
glance brow furrow unsure hear right,anger
huh mean,fear
name trigger certain memory remember woman vince bring return brief time first friend,sadness
stifle gasp upon hear vince nathalie child,sadness
criminal talk ask sound like demand,anger
maintain composure difficult front kyo presence enough feel superiority strength,fear
still pool blood ground vulture quietly loom we executioner prepare huge pot boil oil set several bamboo stake,fear
who go torture,anger
look face mixture nausea confusion anger,fear
despite foot hand bind start attack people around wrong dumb move,anger
one mine,anger
humdrum indeed stupid,anger
couple erityian,anger
feel yuma taunt point scythe execute neck member toy year old jikko,anger
traitor like yuma say tip scythe dig eerie skin bring shame senshin tribe,anger
skin crawl upon hear familiar voice turn around see lionel walk toward direction,fear
finish clean rei level report kyo,joy
good kyo respond lionel go noxs direction reliable ever comment,joy
course say he vince rival since young strength wise he probably second,sadness
you right chuckle potentialwise brat high,joy
shudder feel presence get strong step back get overwhelmed look grin nowhere find replace grim expression,fear
okay ill count,joy
silently walk away leave alone want contact cia communication outside forbid island,sadness
hour since arrive still adjust intensity voice inside head,fear
range improve could hear cry howl prison drain use kind exhaustion since child,joy
suddenly remember nathalie almost lose memory voice,sadness
must really scary,fear
hear voice inside head neither scream pain cry mind torture make flinch wait,sadness
nathalie look direction hint surprise face second smile finally recognize,joy
eye drift guy beside halt see face,fear
piss kyo grumble like look two brat face,anger
