sentence,emotion,predicted_emotion
"""Learning and writing our history is fun. You should try it,"" he remarked as his eyes twinkled in excitement.",joy,joy
"His enthusiasm about it made me retch. Aristus is the weakest here in terms of physical abilities, but the Executioners respect his vast knowledge about our race.",joy,joy
"Aristus smirked and glanced at the isolated part of the island, which was called blood chamber, because of the red-dyed ground due to the volcano and keimusho.",joy,neutral
"""Still as persuasive as ever, huh?""",anger,anger
"Despite closing my mind, I could still hear voices inside my head as we got nearer.",fear,fear
Nathalie and Hiro would probably lose their minds the moment they stepped into this chamber.,fear,fear
The temperature in this place took up a notch and I started sweating profusely.,fear,fear
I already took off my coat and tied my hair but Aristus seemed unaffected. How could he still look comfortable with that mantle covering his body? Damn monster.,anger,anger
"I breathed deeply and willed myself to stay calm. ""Yeah. It's just . . . it's been a while since I last went here.""",anger,neutral
It became hotter as we descended and it felt like my skin and bones would just melt.,fear,fear
I could also hear the screams and cries of the prisoners and it made my head throb in pain.,sadness,sadness
Blood was splattered across his face and his blonde hair was dyed with scarlet hues. His green eyes gleamed in the dimly lit space and my skin crawled when he smiled at us.,fear,fear
"""Ah. I just finished questioning this one,"" he said as he lifted the guy by grabbing his hair.",anger,anger
"""That's good,"" Aristus commented. ""I need more information.""",joy,joy
"""I already know where that Custos is,"" Lionel said, smirking. ""Ah. I wonder what kind of punishment I should give him.""",anger,anger
"I shuddered upon hearing his words. Dale was an elusive target, even for us, yet he was already thinking of how he could make his life miserable.",fear,fear
This guy . . . he might be more frightening than Kyo. And those two are the current main force of the Jikko clan. I wonder if that kid could hold a candle to them.,fear,fear
"""Really?"" I muttered as Farallon readied the boat",anger,anger
"""That's the rule, kid,"" he said. ""You can't communicate with others within the island.""",anger,neutral
I was left alone in the middle of the sea and I realized there was a brewing storm nearby.,fear,neutral
"""Damn it,"" I muttered while getting the device the Commander gave me.",anger,anger
"""Naia,"" he greeted. ""Good to hear from you. What happened?""",joy,joy
"""The criminals have been transferred successfully, Commander,"" I reported.",sadness,neutral
Farallon still couldn't believe that those beasts could still remember me and I was the only one that could cuddle them.,joy,sadness
"""I heard you went to the blood chamber with Aristus,"" he said and my body almost trembled when I remembered what happened there.",fear,fear
"""Yeah. It was like coming back from hell.""",fear,neutral
"He snickered. ""Right. Remember when you first went there? Vince had to get you away from that place because it triggered your eyes.""",joy,joy
"Ise said I wasn't allowed to be in the blood chamber because I was still too young and weak, but I wanted to see it. Besides, I admire both Vince and Lionel, even vowing to be their apprentice, but they both dismissed me.",sadness,sadness
"Fortunately, Ise had already taught me how to conceal my presence and both of their attention were on the criminals so it was quite easy for me to follow..",joy,joy
"I thought I was doing a good job, until something happened",fear,fear
"I heard voices, several of them, crying and howling in agony and pain.",fear,fear
My head felt like it would burst any minute.,fear,fear
"When I was in the island, I never heard those voices that loud but upon stepping onto the blood chamber, I realized why they never allowed those who hadn't trained yet.",fear,fear
"It slowed me down but I thought I could control my mind. However, something made it much more complicated.",fear,fear
"The next thing I knew, he was already grinning menacingly at my direction. Everything happened so fast that I only realized my situation when I was already held by my neck.",fear,fear
"As a kid, I was beyond terrified. The prisoner took me as a hostage.",fear,fear
My neck was pressed between his chest and arms as my body dangled. The tip of the knife was digging through my cheeks and blood began to trickle down my face.,fear,fear
I was terrified and I felt something was changing in my mind and body.,fear,fear
Colors flickered in my irises and I saw a lot of people getting slaughtered and skinned by the knife that was poking me.,fear,fear
"Fear coursed through my body, not because of my situation, but because of Vince and Lionel.",fear,fear
Their eyes gleamed malevolently as they swung their scythes in the air.,anger,anger
"""Get her out of here,"" Lionel seethed as he looked at the rest of the prisoners who were as terrified as I was.",anger,fear
Vince immediately carried me and I remembered crying because he got angry at me.,sadness,sadness
"Wow. I couldn't believe that was already a long time ago,"" I said as I smiled, remembering Vince's life before he went away and died.",sadness,sadness
"""Yeah. And now all we have is his skinny brat.""",anger,anger
"""Can this be used in, say, a fight against a Shinigami?"" he asked but before Aristus could reply, Farallon was already charging at their direction.",fear,fear
"""Yes it can, brat,"" he said. ""this blade has been bathed by Shinigamis' blood since it was made.""",anger,anger
"""Yes, that's his real attitude. He only acts quiet to look like Lionel but the truth is he's a lot more savage than Vince.""",anger,anger
"""Naia,"" she called. ""Sorry if I wasn't able to talk to you.""",sadness,sadness
"""But I'm glad I got to see you again.""",joy,joy
"She smiled. ""I will, Sir.""",joy,joy
"""You rascal, you're really his son.""",anger,anger
"""Let's go back,"" he ordered and the pressure of his presence was so heavy that I felt like my knees would buckle.",fear,fear
It seems like we'll get a lot of prisoners in the coming days.,joy,joy
"That moment, I realized the Erityian race was slowly shifting . . . but I don't know if it's for the better or worse.",fear,fear
"After visiting the blood chamber, the voices I heard kept echoing inside my head.",sadness,sadness
I was itching to fight someone,anger,anger
"By nightfall, everything in the island was already engulfed in darkness.",fear,fear
Hearing that voice made me shudder.,fear,fear
My hands instinctively reached my sword and swung it at the presence behind me.,anger,anger
"Blood splattered on my face and on the floor, stunned to see Kiyoko's smiling face.",fear,fear
That made me chuckle since that was quite true. Being eccentric and radical is the normal here,joy,joy
"""After what happened to Senshins and Custos, a lot of criminals will be transferred here,"" she explained. ""They are preparing for that.""",fear,fear
"""Yeah."" A hint of sadness flashed across her face.",sadness,sadness
"""And you know furious they are at them.""",anger,fear
Vince's face zoomed inside my head and how the rest of the Jikko clan acted when they received the news of his death.,fear,fear
"""Because of what happened, they even harbor resentment to Hideyoshi and the administration,"" she continued.",anger,anger
"""Ise completely cut the communication between them because trusting them cost him his grandson's life.""",anger,anger
My heart almost sank upon hearing Ise's name. I grew up with Vince and Ise was particularly strict on him.,sadness,sadness
He would always say that he should never lose a fight because that's a disgrace as a Jikko.,anger,sadness
"She smiled. ""Yup. Apparently, he sneaked out of this island when he was a teenager because if he stayed, he'd be named as the chief of the village.""",joy,joy
